Strain,Stress
0.0764,641.1480695
0.0764,641.3159009
0.0766,641.1449266
0.0766,640.9770951
0.0768,640.9739522
0.0768,640.8061208
0.077,640.6351465
0.077,640.6351465
0.077,640.2994837
0.0772,640.2963407
0.0774,640.2931978
0.0774,640.1253664
0.0776,640.1222235
0.0776,640.1222235
0.0778,639.9512492
0.0778,639.7834178
0.078,639.7802749
0.078,639.6124434
0.0782,639.6093005
0.0782,639.4414691
0.0784,639.4383262
0.0784,639.1026634
0.0786,639.2673519
0.0786,639.2673519
0.0788,638.9285461
0.0788,638.9285461
0.079,638.7575718
0.079,638.5897404
0.0792,638.7544289
0.0792,638.4187661
0.0794,638.4156232
0.0796,638.0768174
0.0796,638.0768174
0.0796,638.0768174
0.0798,637.9058431
0.08,637.7348688
0.08,637.5670373
0.0802,637.5638944
0.0802,637.396063
0.0804,637.2250887
0.0804,637.0572573
0.0806,636.8862829
0.0806,636.7184515
0.0806,636.7184515
0.0808,636.7153086
0.081,636.5443343
0.081,636.2086715
0.0812,636.2055285
0.0812,636.0376971
0.0814,636.0345542
0.0814,635.8667228
0.0816,635.8635799
0.0816,635.5279171
0.0816,635.3600856
0.0818,635.3569427
0.082,635.3537998
0.082,635.018137
0.0822,634.8471627
0.0822,635.0149941
0.0824,634.8440197
0.0824,634.6761883
0.0826,634.505214
0.0826,634.505214
0.0828,634.3342397
0.0828,634.5020711
0.083,633.9954339
0.083,634.1632653
0.0832,633.992291
0.0832,633.6566282
0.0834,633.6534853
0.0834,633.6534853
0.0836,633.4825109
0.0836,633.4825109
0.0838,633.3115366
0.0838,633.1437052
0.084,633.1405623
0.084,632.8048995
0.0842,632.8017566
0.0842,632.8017566
0.0844,632.4629508
0.0846,632.4598079
0.0846,632.2919765
0.0848,631.9531707
0.0848,632.1210022
0.0848,631.7853393
0.085,631.614365
0.0852,631.6112221
0.0852,631.1077278
0.0852,631.4433907
0.0854,631.2724163
0.0856,631.2692734
0.0856,630.9336106
0.0858,630.9304677
0.0858,630.7626363
0.086,630.4238305
0.086,630.4238305
0.0862,630.2528562
0.0862,630.0850248
0.0864,629.9140505
0.0864,630.0818819
0.0866,629.9109075
0.0866,629.5752447
0.0868,629.5721018
0.0868,629.4042704
0.087,629.2332961
0.087,629.2332961
0.0872,629.2301531
0.0872,628.8944903
0.0874,628.723516
0.0874,628.5556846
0.0876,628.3847102
0.0876,628.3847102
0.0878,628.0459045
0.0878,628.2137359
0.088,627.8749302
0.088,627.5392673
0.0882,627.7039558
0.0882,627.5361244
0.0884,627.1973187
0.0884,627.0294873
0.0886,627.0263444
0.0886,626.8585129
0.0888,626.6875386
0.0888,626.6875386
0.089,626.5165643
0.089,626.3487329
0.0892,626.1777585
0.0892,626.1777585
0.0894,626.0067842
0.0894,625.6711214
0.0896,625.3323156
0.0896,625.1644842
0.0898,624.9935099
0.09,624.990367
0.09,624.8225356
0.0902,624.4837298
0.0902,624.4837298
0.0904,624.4805869
0.0904,624.1449241
0.0906,623.9739497
0.0906,623.8061183
0.0908,623.635144
0.0908,623.4673126
0.091,623.2963383
0.091,622.9606754
0.0912,623.1253639
0.0912,622.7897011
0.0914,622.6187268
0.0914,622.6187268
0.0916,622.4477524
0.0916,622.279921
0.0918,622.1089467
0.0918,621.9411153
0.092,621.770141
0.092,621.6023095
0.0922,621.5991666
0.0924,621.2603609
0.0924,620.7568666
0.0926,620.9215551
0.0926,620.7537237
0.0928,620.414918
0.0928,620.414918
0.093,620.2439437
0.093,620.2439437
0.0932,620.0729693
0.0932,619.7373065
0.0934,619.7341636
0.0934,619.5663322
0.0936,619.2275264
0.0936,619.2275264
0.0938,619.0565521
0.0938,618.8887207
0.094,618.7177464
0.0942,618.546772
0.0942,618.2111092
0.0944,617.8723034
0.0944,617.704472
0.0946,617.5334977
0.0948,617.3625234
0.0948,617.194692
0.0948,617.0268605
0.095,616.8558862
0.0952,616.6849119
0.0952,616.5170805
0.0954,616.1782747
0.0954,616.0104433
0.0956,616.0073004
0.0956,616.0073004
0.0958,615.6684947
0.0958,615.3328318
0.096,615.4975203
0.096,615.3296889
0.0962,614.8230518
0.0962,614.6552203
0.0964,614.484246
0.0964,614.3164146
0.0966,614.4811031
0.0966,614.3132717
0.0968,613.9744659
0.097,613.8034916
0.097,613.8034916
0.097,613.6356602
0.0972,613.2968545
0.0974,612.9580487
0.0974,612.9580487
0.0974,612.7902173
0.0976,612.4514115
0.0978,612.2804372
0.0978,611.9447744
0.098,611.9416315
0.098,611.6059686
0.0982,611.6028257
0.0982,611.4349943
0.0984,611.26402
0.0984,611.0961886
0.0986,610.7573828
0.0986,610.7573828
0.0988,610.4185771
0.0988,610.0829143
0.099,609.9119399
0.099,609.9119399
0.0992,609.5731342
0.0992,609.2374713
0.0994,609.2343284
0.0996,608.8955227
0.0996,608.8955227
0.0996,608.3920284
0.0998,608.2210541
0.1,608.2179112
0.1,608.0500798
0.1,607.714417
0.1002,607.3756112
0.1002,607.3756112
0.1004,607.2046369
0.1006,606.8658311
0.1006,606.8658311
0.1008,606.5270254
0.1008,606.1913626
0.101,606.1882197
0.101,605.8525568
0.1012,605.6815825
0.1012,605.5137511
0.1014,605.3427767
0.1016,605.003971
0.1016,604.8361396
0.1018,604.6651653
0.1018,604.4973338
0.102,604.1585281
0.102,603.9906967
0.1022,603.8197224
0.1022,603.6518909
0.1024,603.3130852
0.1024,603.1452538
0.1026,602.9742795
0.1026,602.9742795
0.1028,602.8033051
0.1028,602.2998109
0.103,602.1288365
0.103,601.9610051
0.1032,601.9578622
0.1032,601.454368
0.1034,601.4512251
0.1034,601.2833936
0.1036,600.9445879
0.1036,600.9445879
0.1038,600.6057822
0.1038,600.2701193
0.104,600.2669764
0.104,599.9313136
0.1042,599.9281707
0.1042,599.5925078
0.1044,599.2537021
0.1044,598.9180393
0.1046,598.9148963
0.1046,598.7470649
0.1048,598.5760906
0.1048,598.2404278
0.105,597.7337906
0.1052,597.5628163
0.1052,597.3949849
0.1054,597.391842
0.1054,596.8883477
0.1056,596.7173734
0.1056,596.3817105
0.1058,596.2107362
0.1058,596.0429048
0.106,595.7040991
0.106,595.7040991
0.1062,595.3652933
0.1062,595.1974619
0.1064,595.0264876
0.1064,594.8586562
0.1066,594.352019
0.1066,594.352019
0.1068,594.0132132
0.1068,593.6775504
0.107,593.5065761
0.1072,593.1677703
0.1072,592.9999389
0.1072,592.9999389
0.1074,592.4933018
0.1074,592.4933018
0.1076,592.3223274
0.1076,591.9866646
0.1078,591.6478589
0.108,591.3090531
0.108,591.1412217
0.1082,590.9702474
0.1082,590.6345845
0.1084,590.4636102
0.1084,590.1279474
0.1086,589.9569731
0.1086,589.6213102
0.1088,589.6181673
0.1088,589.1146731
0.109,589.1115301
0.109,588.7758673
0.1092,588.4370616
0.1092,588.4370616
0.1094,588.2660872
0.1094,587.5947616
0.1096,587.4237873
0.1096,587.2559558
0.1098,587.0849815
0.1098,586.9171501
0.11,586.5783443
0.11,586.4105129
0.1102,586.0717072
0.1102,585.9038758
0.1104,585.7329014
0.1104,585.3972386
0.1106,585.2262643
0.1106,585.0584329
0.1108,584.7196271
0.1108,584.5517957
0.111,583.8773271
0.111,583.8773271
0.1112,583.7063528
0.1112,583.7063528
0.1114,583.0318842
0.1114,583.0318842
0.1116,582.6930785
0.1116,582.3574156
0.1118,582.3542727
0.1118,582.0186099
0.112,581.6798042
0.1122,581.173167
0.1122,581.0053356
0.1122,580.8375042
0.1124,580.4986984
0.1126,580.1598927
0.1126,579.8242298
0.1128,579.6532555
0.1128,579.6532555
0.1128,579.3175927
0.113,578.8109555
0.1132,578.6399812
0.1132,578.4721498
0.1132,578.1364869
0.1134,577.7976812
0.1136,577.6267069
0.1136,577.291044
0.1138,576.9522383
0.1138,576.7844069
0.114,576.4456011
0.114,576.1099383
0.1142,575.938964
0.1142,575.4354697
0.1144,575.4323268
0.1144,574.9288326
0.1146,574.5900268
0.1146,574.254364
0.1148,574.0833897
0.1148,573.9155582
0.115,573.5767525
0.115,573.4089211
0.1152,573.0701153
0.1152,572.7344525
0.1154,572.3956468
0.1154,572.2278153
0.1156,571.8890096
0.1156,571.5533468
0.1158,571.3823724
0.1158,571.0467096
0.116,571.0435667
0.116,570.7079039
0.1162,570.3690981
0.1162,570.2012667
0.1164,569.862461
0.1164,569.5267981
0.1166,569.1879924
0.1166,568.8523295
0.1168,568.6813552
0.1168,568.3456924
0.117,568.1747181
0.117,567.6712238
0.1172,567.3324181
0.1172,566.8289238
0.1174,566.8257809
0.1174,566.4901181
0.1176,566.4869752
0.1176,565.9834809
0.1178,565.4768438
0.1178,565.4768438
0.118,565.138038
0.118,564.6345438
0.1182,564.4635694
0.1184,563.9569323
0.1184,564.1247637
0.1184,563.7891009
0.1186,563.1146323
0.1188,562.6079951
0.1188,562.2723323
0.119,562.2691894
0.119,561.7656951
0.1192,561.4268894
0.1194,560.9202522
0.1194,560.7524208
0.1196,560.2457836
0.1196,560.0779522
0.1198,559.4034836
0.1198,559.2356522
0.1198,559.2356522
0.12,558.7290151
0.1202,558.3902093
0.1202,558.0545465
0.1204,557.7157407
0.1204,557.3800779
0.1206,557.0412722
0.1206,556.7056093
0.1208,556.534635
0.1208,556.0311408
0.121,555.8601664
0.121,555.5245036
0.1212,555.1856979
0.1212,554.6822036
0.1214,554.3433979
0.1214,554.1755664
0.1216,553.8367607
0.1216,553.6689293
0.1218,553.1622921
0.1218,552.9944607
0.122,552.4878235
0.122,552.1521607
0.1222,551.9811864
0.1222,551.4776921
0.1224,551.3067178
0.1224,550.8032236
0.1226,550.6322492
0.1226,550.2965864
0.1228,549.6221178
0.123,549.4511435
0.123,549.2833121
0.123,548.9476492
0.1232,548.6088435
0.1234,548.1022063
0.1234,547.5987121
0.1234,547.4308807
0.1236,547.0920749
0.1238,546.5854378
0.1238,546.0819435
0.124,545.9109692
0.124,545.9109692
0.124,545.4074749
0.1242,544.9008378
0.1244,544.562032
0.1244,544.0585378
0.1244,543.8907064
0.1246,543.5519006
0.1248,543.0452635
0.1248,542.5417692
0.125,542.2029635
0.125,542.0351321
0.125,541.6994692
0.1252,541.1928321
0.1254,540.8540263
0.1254,540.3505321
0.1254,540.1827007
0.1256,540.0117263
0.1256,539.5082321
0.1258,539.1694263
0.126,538.6627892
0.126,538.3271263
0.126,537.9914635
0.1262,537.6526578
0.1264,537.313852
0.1264,536.8103578
0.1264,536.6425263
0.1266,536.3037206
0.1268,535.7970834
0.1268,535.4614206
0.127,534.9547835
0.127,534.786952
0.127,534.4512892
0.1272,533.7768206
0.1274,533.2701835
0.1274,532.7666892
0.1274,532.7666892
0.1276,532.2600521
0.1278,531.9212463
0.1278,531.4177521
0.128,530.7432835
0.128,530.9111149
0.1282,530.2366463
0.1282,529.7331521
0.1284,529.3943463
0.1286,528.7198777
0.1286,528.2163835
0.1288,527.7097463
0.1288,527.2062521
0.129,526.8674463
0.129,526.5317835
0.1292,526.1929778
0.1292,525.5216521
0.1294,525.0150149
0.1294,524.6793521
0.1296,524.5083778
0.1296,524.0048835
0.1298,523.4982464
0.1298,523.1625835
0.13,522.3202835
0.13,522.3202835
0.1302,521.645815
0.1302,521.3101521
0.1304,520.6356836
0.1306,520.2968778
0.1306,519.7933836
0.1308,519.118915
0.131,518.7801092
0.131,518.276615
0.131,517.9409522
0.1312,517.6021464
0.1314,516.9276778
0.1314,516.4241836
0.1316,516.0853778
0.1316,515.9175464
0.1316,515.2462208
0.1318,514.7395836
0.132,514.4007779
0.132,513.7294522
0.132,513.5616208
0.1322,513.0549836
0.1324,512.380515
0.1324,511.8770208
0.1326,511.3703836
0.1326,511.2025522
0.1328,510.8637465
0.1328,510.3602522
0.133,509.5179522
0.133,509.1822894
0.133,508.8466265
0.1332,508.3399894
0.1334,507.8333522
0.1334,507.329858
0.1336,506.8232208
0.1336,506.6553894
0.1336,506.1518952
0.1338,505.4774266
0.134,504.802958
0.134,504.6351266
0.1342,504.1284894
0.1342,503.6249952
0.1344,502.9505266
0.1344,502.4470323
0.1346,501.9403952
0.1346,501.7725638
0.1348,501.2659266
0.1348,500.7624324
0.135,500.0879638
0.135,499.5844695
0.1352,499.2456638
0.1352,498.5743381
0.1354,498.067701
0.1354,497.3963753
0.1356,496.7219067
0.1358,496.0474381
0.1358,495.5439439
0.136,495.0373067
0.136,494.3659811
0.1362,494.1950067
0.1362,493.6915125
0.1364,493.1848753
0.1364,492.5135497
0.1366,491.8390811
0.1366,491.3355868
0.1368,490.8289497
0.137,490.1544811
0.137,489.6509868
0.1372,488.9765183
0.1372,488.6408554
0.1374,487.9663868
0.1374,487.2950612
0.1376,486.6205926
0.1376,486.1170984
0.1378,485.6104612
0.1378,485.2747984
0.138,484.6003298
0.138,483.7611727
0.1382,482.9188727
0.1384,482.2444041
0.1384,481.7409099
0.1386,481.2342727
0.1386,480.5629471
0.1388,480.0563099
0.1388,479.7206471
0.139,479.0461785
0.139,478.03919
0.1392,477.3647214
0.1392,477.19689
0.1394,476.35459
0.1394,475.6832643
0.1396,475.0087957
0.1398,474.3343272
0.1398,474.1664958
0.1398,473.3273387
0.14,472.8207015
0.1402,471.9784015
0.1402,471.1392444
0.1402,470.8035816
0.1404,470.4647759
0.1404,469.7934502
0.1406,469.1189816
0.1408,468.2766816
0.1408,467.9410188
0.141,467.0987188
0.141,466.2595617
0.1412,465.4172617
0.1412,464.9137675
0.1414,464.7427931
0.1414,463.9036361
0.1416,463.0613361
0.1416,462.3900104
0.1418,461.5477104
0.1418,461.0442161
0.142,460.537579
0.142,459.6984219
0.1422,458.8561219
0.1424,458.1816533
0.1424,457.6781591
0.1424,457.0068334
0.1426,456.1645334
0.1428,455.6578963
0.1428,454.6509078
0.1428,454.3152449
0.143,453.4729449
0.1432,452.4628135
0.1432,451.9593193
0.1434,450.7813564
0.1434,450.7813564
0.1436,449.771225
0.1436,448.932068
0.1438,448.2575994
0.1438,447.0827795
0.144,447.0796365
0.144,446.072648
0.1442,445.2303481
0.1442,444.2233596
0.1444,443.548891
0.1444,443.2132281
0.1446,442.3709281
0.1446,441.5317711
0.1448,440.6894711
0.1448,439.850314
0.145,439.3436768
0.145,438.3366883
0.1452,437.4943883
0.1454,436.6520883
0.1454,435.8129313
0.1454,435.4772684
0.1456,434.2993056
0.1458,433.4570056
0.1458,432.6178485
0.146,431.7755485
0.146,431.2720543
0.1462,430.2619229
0.1462,429.4227658
0.1464,428.5804658
0.1464,427.5734773
0.1464,427.069983
0.1466,426.0598516
0.1468,425.0497202
0.1468,424.2105631
0.147,423.2004317
0.147,422.6969375
0.1472,421.6868061
0.1472,420.847649
0.1474,419.5018547
0.1474,418.8305291
0.1474,418.1592034
0.1476,417.149072
0.1478,415.8032777
0.1478,414.7962892
0.148,413.450495
0.1482,412.4403636
0.1482,410.9298808
0.1484,409.5840866
0.1484,408.4092667
0.1486,407.7347981
0.1486,406.7278096
0.1488,405.3820154
0.1488,404.3750269
0.149,403.0292326
0.149,402.1900755
0.1492,401.0121127
0.1492,399.6694614
0.1494,397.9880043
0.1494,396.3096901
0.1496,395.2995587
0.1496,393.6212445
0.1498,391.2684618
0.1498,388.2474963
